customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
DJ51510,Arizona,F,High School or Below,932208,70435.0,116.0,932208.51,Personal Auto,Four-Door Car,67
VM58985,California,M,College,1672756,0.0,76.0,1672756.06,Personal Auto,Two-Door Car,402
OH60605,Oregon,F,High School or Below,365253,39679.0,92.0,365253.24,Personal Auto,Two-Door Car,641
UO98052,Nevada,M,College,615860,0.0,89.0,615860.12,Personal Auto,Four-Door Car,342
NC53424,California,M,Bachelor,437608,0.0,69.0,437608.4,Personal Auto,Two-Door Car,331
LQ13873,Nevada,M,High School or Below,556945,53565.0,71.0,556945.62,Personal Auto,Four-Door Car,340
LA97014,Washington,M,Bachelor,257651,37574.0,66.0,257651.3,Personal Auto,Two-Door Car,412
NB79936,Washington,M,Bachelor,834698,48259.0,108.0,834698.32,Personal Auto,Two-Door Car,73
NT89061,Arizona,F,High School or Below,632392,78532.0,78.0,632392.39,Personal Auto,Four-Door Car,374
AF10970,Arizona,F,Bachelor,597314,96163.0,73.0,597314.34,Corporate Auto,Four-Door Car,350
ZG48513,California,M,Bachelor,470667,0.0,72.0,470667.7,Personal Auto,Four-Door Car,345
JQ59145,California,M,High School or Below,809341,0.0,114.0,809341.03,Personal Auto,Luxury,722
FE84989,Washington,M,College,503574,72672.0,63.0,503574.46,Personal Auto,Four-Door Car,259
JT52858,Oregon,F,Bachelor,902786,99002.0,112.0,902786.72,Personal Auto,Four-Door Car,537
MC62068,California,M,High School or Below,728888,79494.0,91.0,728888.48,Personal Auto,Four-Door Car,396
EU27538,Oregon,M,Master,1804247,35704.0,225.0,1804247.94,Personal Auto,Luxury,358
RH42306,Arizona,F,Bachelor,499206,0.0,71.0,499206.3,Corporate Auto,Four-Door Car,653
US23612,Oregon,F,High School or Below,910226,26049.0,118.0,910226.78,Personal Auto,Two-Door Car,121
WV76014,Arizona,M,Doctor,254040,70125.0,64.0,254040.77,Special Auto,Four-Door Car,92
RK96223,California,M,College,1294189,52369.0,110.0,1294189.19,Personal Auto,SUV,528
MF82000,Washington,F,Bachelor,236534,0.0,66.0,236534.86,Special Auto,Four-Door Car,159
FM46980,Arizona,M,College,572076,41770.0,72.0,572076.51,Personal Auto,Four-Door Car,476
SY56792,Oregon,M,High School or Below,703553,0.0,101.0,703553.41,Corporate Auto,Four-Door Car,727
RF61565,California,M,College,263697,31911.0,67.0,263697.77,Personal Auto,Four-Door Car,321
IM94808,Nevada,M,Bachelor,539583,70051.0,68.0,539583.2,Corporate Auto,Four-Door Car,42
VI14730,Oregon,M,High School or Below,838263,19683.0,117.0,838263.01,Personal Auto,Luxury,561
YR34119,Washington,F,College,3116174,30916.0,112.0,3116174.52,Personal Auto,SUV,200
RR77985,Oregon,F,Bachelor,288774,0.0,80.0,288774.23,Personal Auto,Four-Door Car,676
QD28391,Washington,M,College,742584,84302.0,62.0,742584.53,Personal Auto,Four-Door Car,76
WV17090,California,M,Bachelor,2558572,0.0,116.0,2558572.78,Corporate Auto,SUV,830
TM23514,Oregon,M,College,1027260,60145.0,132.0,1027260.82,Personal Auto,SUV,580
MQ68407,Oregon,F,Bachelor,437636,63774.0,111.0,437636.36,Personal Auto,Four-Door Car,60
GJ59592,California,F,Bachelor,531889,25134.0,67.0,531889.66,Corporate Auto,Four-Door Car,321
FY56083,Oregon,M,Bachelor,471976,37057.0,61.0,471976.22,Personal Auto,Four-Door Car,47
UA94723,Oregon,F,High School or Below,442803,58577.0,110.0,442803.16,Personal Auto,SUV,303
FW91032,California,M,High School or Below,587917,85857.0,73.0,587917.61,Corporate Auto,Four-Door Car,100
DE34457,Oregon,F,Doctor,941690,70602.0,116.0,941690.85,Personal Auto,SUV,481
HD32044,Oregon,F,Master,828815,33816.0,106.0,828815.56,Corporate Auto,Four-Door Car,508
HH30454,Oregon,M,Bachelor,3265483,0.0,153.0,3265483.83,Personal Auto,SUV,1101
AH84063,Oregon,F,College,471945,89642.0,121.0,471945.01,Corporate Auto,SUV,86
QA17596,California,F,Bachelor,390347,60068.0,98.0,390347.48,Personal Auto,Two-Door Car,470
XI41052,California,F,Bachelor,545725,50044.0,139.0,545725.97,Personal Auto,SUV,667
DI30528,California,F,Master,272535,36650.0,69.0,272535.64,Personal Auto,Four-Door Car,56
SC66359,Arizona,F,College,443397,50653.0,110.0,443397.37,Corporate Auto,SUV,262
EN61670,Arizona,F,Doctor,533246,68931.0,66.0,533246.27,Personal Auto,Four-Door Car,309
DQ10761,Oregon,M,Bachelor,231509,0.0,73.0,231509.5,Corporate Auto,Four-Door Car,350
BQ51587,California,F,College,541195,0.0,73.0,541195.37,Personal Auto,Four-Door Car,365
JE21522,California,M,Bachelor,958733,39266.0,80.0,958733.23,Personal Auto,Four-Door Car,384
WS47147,California,M,College,2210350,0.0,102.0,2210350.72,Personal Auto,SUV,489
ZA64638,Nevada,F,High School or Below,976494,0.0,98.0,976494.53,Personal Auto,Four-Door Car,705
EW38459,Nevada,F,Bachelor,256715,40864.0,65.0,256715.15,Corporate Auto,Four-Door Car,9
QW87316,Oregon,F,College,265062,39035.0,68.0,265062.28,Personal Auto,Four-Door Car,244
IC43478,California,M,Bachelor,1126436,34923.0,98.0,1126436.33,Personal Auto,Two-Door Car,639
TE34064,California,M,High School or Below,216852,0.0,63.0,216852.35,Personal Auto,Four-Door Car,453
WU60905,California,F,High School or Below,861066,0.0,111.0,861066.75,Corporate Auto,SUV,532
YM18992,California,F,College,283464,24506.0,71.0,283464.62,Personal Auto,Two-Door Car,511
PD55753,Oregon,M,High School or Below,893013,0.0,82.0,893013.97,Personal Auto,Four-Door Car,554
KU56006,Arizona,F,College,553638,52220.0,70.0,553638.7,Personal Auto,Four-Door Car,336
MJ69973,Arizona,M,High School or Below,284085,0.0,74.0,284085.43,Personal Auto,Two-Door Car,402
TW43626,California,M,College,808288,53554.0,67.0,808288.1,Personal Auto,Four-Door Car,327
XX84133,California,M,Bachelor,525473,34476.0,67.0,525473.43,Corporate Auto,Four-Door Car,5
ZW84453,Arizona,F,Bachelor,511623,0.0,70.0,511623.76,Personal Auto,Four-Door Car,131
HO29524,California,M,College,303464,68205.0,76.0,303464.7,Personal Auto,Two-Door Car,99
VE89726,California,F,High School or Below,802489,0.0,119.0,802489.99,Personal Auto,SUV,856
GE87503,California,M,High School or Below,1821114,53690.0,154.0,1821114.32,Personal Auto,SUV,739
PX90263,Oregon,M,High School or Below,512156,0.0,72.0,512156.33,Personal Auto,Four-Door Car,518
NI17718,California,F,High School or Below,215017,0.0,61.0,215017.86,Personal Auto,Four-Door Car,292
FY32213,California,F,High School or Below,559538,74454.0,71.0,559538.99,Personal Auto,Four-Door Car,340
RZ13254,Nevada,F,Bachelor,756282,0.0,73.0,756282.4,Personal Auto,Four-Door Car,350
GN45013,Oregon,M,High School or Below,538585,29664.0,71.0,538585.32,Personal Auto,Four-Door Car,340
NM39588,Washington,F,Doctor,267805,72450.0,66.0,267805.83,Corporate Auto,Four-Door Car,84
KU84464,Nevada,F,Bachelor,942256,47272.0,79.0,942256.79,Personal Auto,Four-Door Car,64
YH43527,Oregon,F,College,360586,21585.0,92.0,360586.03,Corporate Auto,Four-Door Car,441
RO30676,California,F,College,776259,23827.0,106.0,776259.06,Personal Auto,Four-Door Car,37
QL59704,Arizona,F,College,2344490,69906.0,74.0,2344490.05,Corporate Auto,Four-Door Car,202
QH19450,California,F,High School or Below,255817,0.0,72.0,255817.82,Corporate Auto,Four-Door Car,345
SA54664,Washington,M,Master,265438,73196.0,66.0,265438.1,Personal Auto,Four-Door Car,85
CI38330,Washington,M,Bachelor,254978,72217.0,6464.0,254978.61,Personal Auto,Four-Door Car,91
WB38524,California,M,High School or Below,296959,46131.0,74.0,296959.33,Personal Auto,Two-Door Car,355
CE56187,Oregon,F,Master,436312,54514.0,109.0,436312.46,Personal Auto,SUV,286
JL19416,California,F,High School or Below,588430,0.0,161.0,588430.86,Personal Auto,SUV,1159
JZ61422,Nevada,F,College,527219,96668.0,66.0,527219.16,Personal Auto,Four-Door Car,316
LA13377,California,M,Doctor,550989,78879.0,69.0,550989.57,Personal Auto,Four-Door Car,466
NC99948,Nevada,M,College,1631368,0.0,69.0,1631368.35,Personal Auto,Four-Door Car,331
QD34785,Arizona,F,Bachelor,567805,0.0,76.0,567805.02,Personal Auto,Four-Door Car,364
RO26085,California,F,Bachelor,1210120,0.0,112.0,1210120.88,Personal Auto,Luxury,1252
ES57969,Oregon,M,Bachelor,245357,29735.0,69.0,245357.08,Personal Auto,Four-Door Car,331
JK55587,California,M,High School or Below,507566,23082.0,65.0,507566.27,Special Auto,Four-Door Car,312
RN97635,Arizona,M,Bachelor,321497,53984.0,80.0,321497.94,Corporate Auto,Four-Door Car,421
BI76326,California,F,College,1227534,52135.0,156.0,1227534.31,Personal Auto,SUV,430
JA34909,California,F,College,272221,17576.0,71.0,272221.07,Corporate Auto,Four-Door Car,398
OJ90342,Oregon,F,Bachelor,245744,29486.0,62.0,245744.09,Personal Auto,Four-Door Car,7
CM88932,Oregon,F,Master,355484,58557.0,88.0,355484.53,Corporate Auto,Four-Door Car,55
JJ97525,California,M,Bachelor,492954,25632.0,63.0,492954.97,Personal Auto,Two-Door Car,351
XV21647,California,F,High School or Below,803645,0.0,112.0,803645.03,Personal Auto,Luxury,806
MC83487,Arizona,M,Bachelor,427691,18768.0,68.0,427691.53,Corporate Auto,Four-Door Car,647
BL90769,California,F,Bachelor,3347334,33190.0,106.0,3347334.95,Personal Auto,SUV,508
CR57148,Oregon,F,Master,596058,47945.0,74.0,596058.14,Personal Auto,Two-Door Car,128
CP85232,Arizona,M,College,4479546,58778.0,126.0,4479546.94,Special Auto,SUV,302
YL74732,California,F,High School or Below,383211,15192.0,100.0,383211.81,Personal Auto,SUV,480
FG16766,California,F,Bachelor,683793,51859.0,171.0,683793.26,Personal Auto,SUV,1003
NV55438,Nevada,F,High School or Below,528526,23422.0,72.0,528526.82,Personal Auto,Two-Door Car,518
RM10880,California,F,College,309651,21604.0,79.0,309651.12,Corporate Auto,Four-Door Car,379
GL56175,Arizona,M,College,358971,79298.0,90.0,358971.07,Personal Auto,Four-Door Car,244
UK52289,Arizona,F,Bachelor,258240,76731.0,64.0,258240.85,Special Auto,Four-Door Car,201
OT85112,Washington,M,College,340391,38460.0,88.0,340391.94,Personal Auto,Four-Door Car,91
BC62782,Arizona,F,College,1357567,48534.0,115.0,1357567.6,Personal Auto,SUV,552
TI19722,Washington,M,Doctor,343613,30817.0,88.0,343613.43,Corporate Auto,Four-Door Car,91
JP30654,Oregon,F,College,2868582,48412.0,104.0,2868582.79,Personal Auto,SUV,707
UM45563,Washington,M,Bachelor,450267,68798.0,114.0,450267.97,Personal Auto,SUV,92
EN60878,Oregon,M,Bachelor,618311,23712.0,85.0,618311.15,Personal Auto,Four-Door Car,376
JF36291,California,M,College,387364,28142.0,105.0,387364.7,Personal Auto,Luxury,701
BK59444,California,F,Master,1892933,72196.0,68.0,1892933.06,Personal Auto,Four-Door Car,152
MK70700,California,M,Master,555329,68197.0,69.0,555329.58,Personal Auto,Four-Door Car,176
IW71076,California,M,Bachelor,501125,75248.0,63.0,501125.92,Corporate Auto,Four-Door Car,104
AP98768,California,F,College,1044244,0.0,98.0,1044244.63,Personal Auto,Four-Door Car,941
OM24164,Nevada,M,Bachelor,219961,0.0,65.0,219961.78,Personal Auto,Two-Door Car,468
HR85211,Washington,F,Master,512317,89879.0,63.0,512317.09,Personal Auto,Two-Door Car,94
VC87846,Oregon,M,High School or Below,748431,46998.0,96.0,748431.05,Corporate Auto,Four-Door Car,460
ZM92052,Oregon,M,Bachelor,261302,57099.0,67.0,261302.31,Personal Auto,Two-Door Car,67
ON73702,Arizona,F,Bachelor,908063,33897.0,114.0,908063.97,Corporate Auto,SUV,539
QQ90441,Nevada,F,High School or Below,1377097,59207.0,116.0,1377097.62,Personal Auto,Four-Door Car,556
HU35721,Oregon,M,High School or Below,287682,40171.0,73.0,287682.29,Personal Auto,Four-Door Car,350
YP47665,Washington,M,Doctor,540891,80192.0,67.0,540891.15,Personal Auto,Four-Door Car,95
FU99476,Washington,M,High School or Below,677030,74422.0,85.0,677030.68,Personal Auto,Four-Door Car,95
AG85615,Oregon,M,College,2414387,0.0,87.0,2414387.56,Special Auto,Four-Door Car,626
OY74069,Arizona,F,College,353805,0.0,67.0,353805.95,Personal Auto,Four-Door Car,321
DJ91267,Nevada,F,Bachelor,2909123,34226.0,244.0,2909123.94,Personal Auto,Luxury,494
KB72438,California,F,High School or Below,1983420,65989.0,123.0,1983420.12,Personal Auto,SUV,115
TR67616,Oregon,M,High School or Below,473136,30686.0,61.0,473136.7,Corporate Auto,Four-Door Car,19
GF65731,California,F,Master,3553784,0.0,113.0,3553784.6,Personal Auto,Luxury,799
HB67642,Arizona,F,High School or Below,3461137,20090.0,109.0,3461137.9,Personal Auto,Luxury,523
DP84567,California,M,High School or Below,2021630,0.0,183.0,2021630.88,Personal Auto,Luxury,878
VV77534,Oregon,M,College,1397651,77094.0,176.0,1397651.93,Personal Auto,SUV,444
GL67540,California,F,College,590408,97413.0,73.0,590408.82,Personal Auto,Four-Door Car,268
SV50502,Oregon,F,Master,559583,79189.0,69.0,559583.5,Corporate Auto,Four-Door Car,331
UK59698,California,F,High School or Below,229430,0.0,62.0,229430.36,Personal Auto,Two-Door Car,297
OA57352,Arizona,F,College,627391,18577.0,86.0,627391.19,Personal Auto,Four-Door Car,412
ZF84449,Oregon,F,College,372672,0.0,112.0,372672.8,Special Auto,Luxury,806
AX86150,Washington,M,High School or Below,265671,62777.0,67.0,265671.31,Personal Auto,Two-Door Car,101
HG39060,Oregon,M,Bachelor,511068,0.0,74.0,511068.08,Corporate Auto,Four-Door Car,532
EM29359,Nevada,M,College,712659,17483.0,183.0,712659.65,Personal Auto,Luxury,1317
SF57173,Oregon,M,Master,460163,84394.0,114.0,460163.41,Personal Auto,SUV,691
OT47603,Oregon,M,College,915523,0.0,127.0,915523.97,Personal Auto,Luxury,804
SW31412,Oregon,F,College,1480805,41440.0,62.0,1480805.62,Personal Auto,Four-Door Car,297
JS36322,Arizona,M,High School or Below,890167,0.0,136.0,890167.84,Personal Auto,Luxury,1090
RE81445,Oregon,F,College,573459,98132.0,71.0,573459.82,Personal Auto,Two-Door Car,50
RM24280,Oregon,F,High School or Below,417769,0.0,112.0,417769.7,Personal Auto,Four-Door Car,537
LC25393,California,M,Bachelor,2777628,88220.0,230.0,2777628.91,Personal Auto,Luxury,151
UX38930,Arizona,F,Master,1036434,58327.0,129.0,1036434.75,Personal Auto,SUV,347
HD95496,Oregon,M,Master,785190,25950.0,66.0,785190.14,Personal Auto,Two-Door Car,271
RX24650,Oregon,M,High School or Below,477294,20993.0,133.0,477294.38,Corporate Auto,SUV,638
DW19309,Oregon,M,High School or Below,1422650,65726.0,177.0,1422650.49,Corporate Auto,SUV,849
MT41386,Washington,M,Bachelor,287543,84768.0,72.0,287543.24,Personal Auto,Two-Door Car,110
WZ40465,Washington,F,Bachelor,504129,36234.0,63.0,504129.96,Personal Auto,Four-Door Car,113
DB42794,California,M,College,436293,58842.0,110.0,436293.12,Personal Auto,Four-Door Car,528
JB50798,Oregon,F,Master,962452,25629.0,124.0,962452.44,Corporate Auto,Luxury,595
IP69763,Washington,F,College,2191440,77311.0,181.0,2191440.55,Personal Auto,SUV,113
TE35785,California,M,Doctor,694842,0.0,196.0,694842.22,Personal Auto,Luxury,1337
HX74855,Washington,M,High School or Below,247152,95697.0,61.0,247152.84,Personal Auto,Two-Door Car,114
QN65180,Oregon,F,Bachelor,2190391,22254.0,79.0,2190391.36,Personal Auto,Four-Door Car,125
GE47180,Nevada,M,High School or Below,902882,65974.0,113.0,902882.14,Personal Auto,Luxury,235
VQ38776,Oregon,F,College,530375,0.0,76.0,530375.95,Personal Auto,Four-Door Car,395
BH86846,Washington,M,High School or Below,2070825,92079.0,65.0,2070825.88,Corporate Auto,Four-Door Car,114
IN17648,Nevada,M,High School or Below,512376,0.0,74.0,512376.81,Personal Auto,Two-Door Car,772
DF95759,Oregon,M,College,949234,0.0,132.0,949234.3,Personal Auto,SUV,633
QG45324,Oregon,F,High School or Below,820486,0.0,73.0,820486.32,Personal Auto,Four-Door Car,350
MN61620,Arizona,F,College,987729,67752.0,131.0,987729.57,Personal Auto,Luxury,168
YH86390,California,F,Bachelor,481500,25398.0,64.0,481500.97,Corporate Auto,Four-Door Car,307
FY13480,California,M,High School or Below,627701,0.0,88.0,627701.17,Personal Auto,Four-Door Car,633
YH61661,California,M,High School or Below,826063,33321.0,105.0,826063.98,Special Auto,SUV,504
NL93182,Nevada,M,Bachelor,254945,0.0,78.0,254945.0,Corporate Auto,Four-Door Car,845
LN31673,Washington,Unknown,College,1131808,38923.0,99.0,1131808.98,Personal Auto,Four-Door Car,115
WE68644,Oregon,F,Bachelor,380392,20325.0,100.0,380392.18,Personal Auto,Luxury,668
EZ30498,Oregon,M,Bachelor,863540,13129.0,117.0,863540.35,Personal Auto,SUV,700
QY74517,Oregon,F,High School or Below,551055,0.0,73.0,551055.9,Personal Auto,Four-Door Car,525
NM88660,Nevada,M,Master,358588,49080.0,91.0,358588.41,Corporate Auto,Four-Door Car,25
MZ82036,Nevada,M,College,488925,42536.0,63.0,488925.28,Personal Auto,Four-Door Car,375
ID20929,Oregon,M,Bachelor,275694,29926.0,74.0,275694.17,Corporate Auto,Four-Door Car,418
EY50028,Nevada,M,Doctor,328954,0.0,86.0,328954.74,Corporate Auto,Two-Door Car,398
TT82373,California,F,Bachelor,1093717,21450.0,138.0,1093717.85,Personal Auto,Luxury,938
OH64088,California,M,High School or Below,737556,33345.0,65.0,737556.79,Corporate Auto,Four-Door Car,338
SK97780,California,F,Bachelor,1011077,15752.0,90.0,1011077.82,Corporate Auto,Two-Door Car,339
IO33050,Oregon,F,High School or Below,511941,40169.0,65.0,511941.43,Personal Auto,Four-Door Car,302
XA55917,California,F,College,853383,26049.0,113.0,853383.2,Personal Auto,SUV,619
JK32620,Nevada,M,College,222476,0.0,68.0,222476.8,Personal Auto,Four-Door Car,326
RQ19236,Arizona,M,Doctor,804280,55411.0,100.0,804280.38,Personal Auto,Luxury,259
QC47433,Oregon,M,College,255443,12459.0,70.0,255443.71,Personal Auto,Four-Door Car,336
RA93608,Oregon,M,Bachelor,1807394,64620.0,76.0,1807394.0,Personal Auto,Two-Door Car,364
XH97711,California,M,Bachelor,243050,83140.0,61.0,243050.66,Corporate Auto,Four-Door Car,179
AU96286,Oregon,F,Bachelor,316765,0.0,92.0,316765.84,Corporate Auto,Four-Door Car,662
KC17170,Arizona,F,Bachelor,546560,54422.0,68.0,546560.4,Corporate Auto,Four-Door Car,75
ZN47335,California,M,College,1035751,68309.0,131.0,1035751.42,Corporate Auto,SUV,306
EI46264,California,M,High School or Below,253781,56621.0,65.0,253781.39,Personal Auto,Four-Door Car,84
EK87864,Arizona,F,College,282194,38977.0,70.0,282194.72,Special Auto,Four-Door Car,139
GV45403,Arizona,M,Bachelor,775712,0.0,111.0,775712.81,Corporate Auto,Two-Door Car,607
QK31192,Arizona,M,High School or Below,407913,0.0,114.0,407913.27,Corporate Auto,Two-Door Car,631
LU89008,Arizona,F,College,595554,0.0,83.0,595554.46,Personal Auto,Four-Door Car,628
NS10490,Oregon,F,Bachelor,1415861,83235.0,70.0,1415861.36,Personal Auto,Two-Door Car,336
KL98495,Nevada,M,College,848723,0.0,74.0,848723.8,Personal Auto,Two-Door Car,426
IU96845,Arizona,M,College,628547,32390.0,80.0,628547.69,Personal Auto,Four-Door Car,91
QL93655,Oregon,F,High School or Below,1147348,66538.0,95.0,1147348.15,Personal Auto,Two-Door Car,317
PF40592,Washington,F,College,494263,23285.0,65.0,494263.06,Personal Auto,Two-Door Car,118
LZ34046,Oregon,M,Bachelor,2359468,76358.0,66.0,2359468.02,Personal Auto,Four-Door Car,86
JC80093,Washington,M,Master,257250,21104.0,66.0,257250.66,Personal Auto,Four-Door Car,118
YE88490,Arizona,F,College,538089,55350.0,67.0,538089.86,Personal Auto,Four-Door Car,321
YC80498,California,F,College,477055,12964.0,65.0,477055.09,Personal Auto,Two-Door Car,362
AI85843,Arizona,F,Master,675665,33288.0,86.0,675665.14,Personal Auto,Four-Door Car,221
XD66024,Arizona,F,College,593601,0.0,84.0,593601.18,Personal Auto,Four-Door Car,980
FY51713,Arizona,F,Bachelor,357076,56168.0,88.0,357076.05,Personal Auto,Four-Door Car,614
PH26378,California,M,College,601996,0.0,92.0,601996.05,Personal Auto,Four-Door Car,662
WQ18638,Oregon,M,High School or Below,542686,23105.0,69.0,542686.4,Personal Auto,Two-Door Car,331
KY14688,Oregon,F,Master,273031,36218.0,68.0,273031.38,Personal Auto,Four-Door Car,145
TC97762,California,F,High School or Below,498268,52275.0,62.0,498268.14,Corporate Auto,Four-Door Car,374
QC87108,Oregon,F,College,876926,49665.0,74.0,876926.68,Personal Auto,Four-Door Car,355
CX12134,Nevada,M,High School or Below,422061,32471.0,110.0,422061.35,Personal Auto,Two-Door Car,528
SM73248,Arizona,M,High School or Below,1153750,0.0,86.0,1153750.51,Corporate Auto,Two-Door Car,619
CK19789,California,F,Master,588718,62773.0,73.0,588718.2,Personal Auto,Four-Door Car,80
UV12583,California,F,College,470058,76694.0,117.0,470058.38,Personal Auto,SUV,561
JC11405,Oregon,M,High School or Below,1096395,55687.0,276.0,1096395.72,Personal Auto,Luxury,1324
KA89683,Arizona,F,High School or Below,252317,0.0,70.0,252317.12,Personal Auto,Four-Door Car,504
BG85305,Nevada,M,Doctor,375780,36633.0,96.0,375780.47,Personal Auto,Four-Door Car,460
UQ87917,Oregon,M,High School or Below,1294173,77060.0,106.0,1294173.35,Personal Auto,SUV,468
XN11823,Nevada,F,Bachelor,376446,92600.0,94.0,376446.51,Corporate Auto,Two-Door Car,842
OS46571,California,M,High School or Below,688955,0.0,66.0,688955.7,Personal Auto,Four-Door Car,475
PX17116,Nevada,M,College,362345,0.0,111.0,362345.42,Corporate Auto,SUV,1171
RP19541,Arizona,M,College,758211,64801.0,64.0,758211.38,Personal Auto,Four-Door Car,268
ZR25747,Oregon,F,College,827774,45257.0,103.0,827774.56,Corporate Auto,Two-Door Car,494
NQ86532,California,M,High School or Below,257645,26854.0,66.0,257645.56,Personal Auto,Four-Door Car,475
JY27336,Oregon,F,College,820538,85840.0,102.0,820538.79,Corporate Auto,SUV,138
PB54378,Oregon,F,Doctor,1958246,26463.0,72.0,1958246.89,Corporate Auto,Four-Door Car,345
SV38190,Nevada,F,Bachelor,648152,30689.0,81.0,648152.66,Personal Auto,Four-Door Car,467
CV24005,Oregon,M,High School or Below,259931,29590.0,66.0,259931.09,Corporate Auto,Two-Door Car,467
EX28656,Oregon,F,College,983033,25965.0,253.0,983033.76,Personal Auto,Luxury,1214
CF57022,Oregon,M,Bachelor,1044265,17269.0,139.0,1044265.14,Personal Auto,SUV,667
GM16780,Oregon,M,College,3605753,90330.0,137.0,3605753.7,Corporate Auto,Luxury,192
BX94438,California,F,High School or Below,847003,0.0,113.0,847003.68,Corporate Auto,SUV,619
RM41745,California,F,High School or Below,827878,0.0,110.0,827878.65,Personal Auto,Four-Door Car,1002
XR70252,California,F,High School or Below,478893,0.0,67.0,478893.26,Personal Auto,Two-Door Car,321
YH92099,Arizona,F,Bachelor,308799,18558.0,80.0,308799.99,Special Auto,Four-Door Car,384
SG81493,Arizona,M,Bachelor,444373,46384.0,113.0,444373.62,Corporate Auto,Four-Door Car,251
ZX23819,Oregon,F,High School or Below,798408,0.0,72.0,798408.65,Personal Auto,Two-Door Car,866
FJ54907,Oregon,F,College,718097,42303.0,180.0,718097.1,Personal Auto,Luxury,1210
CU26127,California,F,Bachelor,1565603,71731.0,130.0,1565603.43,Corporate Auto,SUV,599
YH60476,Oregon,M,High School or Below,578018,51066.0,74.0,578018.22,Corporate Auto,Four-Door Car,787
ZZ97035,California,M,College,2071494,0.0,203.0,2071494.04,Corporate Auto,Luxury,2027
GE82737,Nevada,F,Bachelor,533735,0.0,86.0,533735.24,Personal Auto,Four-Door Car,619
KY21873,Arizona,M,College,505082,0.0,69.0,505082.62,Personal Auto,Two-Door Car,72
UA51318,Arizona,F,High School or Below,511662,26173.0,68.0,511662.4,Corporate Auto,Four-Door Car,449
BV55014,Oregon,M,Bachelor,726873,24445.0,63.0,726873.7,Personal Auto,Two-Door Car,302
HX21307,Oregon,M,College,261661,72302.0,66.0,261661.39,Personal Auto,Two-Door Car,316
LQ68252,Oregon,M,High School or Below,373843,27208.0,102.0,373843.62,Personal Auto,SUV,489
CR92802,California,F,Master,272535,36650.0,69.0,272535.64,Special Auto,Four-Door Car,56
SL35268,Arizona,M,College,545386,30855.0,68.0,545386.12,Corporate Auto,Four-Door Car,259
RD62882,Arizona,F,Bachelor,684615,0.0,95.0,684615.03,Personal Auto,Two-Door Car,456
JS42382,Oregon,M,Master,617291,99960.0,76.0,617291.42,Corporate Auto,Four-Door Car,364
BT30554,Arizona,F,Bachelor,1034632,0.0,98.0,1034632.45,Personal Auto,Four-Door Car,470
VP57424,Nevada,F,Bachelor,699700,55873.0,88.0,699700.86,Personal Auto,Four-Door Car,299
VU19243,Arizona,F,High School or Below,419625,18052.0,111.0,419625.77,Personal Auto,Four-Door Car,699
TA82973,Oregon,F,High School or Below,785810,28937.0,104.0,785810.98,Personal Auto,SUV,117
GK71720,Oregon,F,High School or Below,606434,0.0,86.0,606434.4,Personal Auto,Four-Door Car,545
OQ61223,California,M,College,1749752,0.0,73.0,1749752.2,Personal Auto,Two-Door Car,350
LL62746,Oregon,M,Doctor,897064,12829.0,118.0,897064.73,Personal Auto,SUV,328
JQ56711,Oregon,F,Master,592311,92163.0,73.0,592311.72,Personal Auto,Two-Door Car,66
AW77988,Oregon,M,High School or Below,3585059,17588.0,192.0,3585059.94,Personal Auto,Luxury,1382
QP84605,Washington,F,Bachelor,870984,41546.0,111.0,870984.53,Corporate Auto,Four-Door Car,121
MY97912,Arizona,M,College,1330933,0.0,127.0,1330933.52,Personal Auto,SUV,609
IB87349,California,M,High School or Below,452850,70340.0,113.0,452850.49,Special Auto,Four-Door Car,542
AW73065,Oregon,F,High School or Below,279190,0.0,74.0,279190.65,Personal Auto,Four-Door Car,532
BW80872,Washington,M,High School or Below,443441,34549.0,111.0,443441.12,Personal Auto,Four-Door Car,125
PX70175,Arizona,M,College,799600,93459.0,99.0,799600.75,Personal Auto,Four-Door Car,655
KF75098,Arizona,M,Bachelor,512973,86148.0,65.0,512973.9,Personal Auto,Four-Door Car,312
IS50283,California,F,Bachelor,569717,27048.0,72.0,569717.52,Corporate Auto,Four-Door Car,345
MY64920,Oregon,F,College,921713,73259.0,115.0,921713.06,Personal Auto,SUV,673
KN34250,Oregon,F,College,1020892,35482.0,129.0,1020892.76,Corporate Auto,SUV,619
GN46207,Oregon,F,Master,417068,29462.0,107.0,417068.73,Personal Auto,SUV,513
KL57176,Oregon,F,College,450540,67801.0,115.0,450540.58,Personal Auto,SUV,23
MN94234,California,M,High School or Below,310756,0.0,94.0,310756.86,Personal Auto,Two-Door Car,451
JY90595,Arizona,M,High School or Below,552866,16042.0,73.0,552866.5,Personal Auto,Two-Door Car,350
HK26543,California,M,High School or Below,504586,28056.0,64.0,504586.67,Personal Auto,Four-Door Car,307
PN86062,California,M,High School or Below,296272,16495.0,85.0,296272.25,Corporate Auto,Four-Door Car,408
VW27730,California,F,Master,866595,41163.0,108.0,866595.64,Corporate Auto,SUV,231
SH55671,Arizona,F,College,1141344,0.0,161.0,1141344.12,Personal Auto,Luxury,772
MO56878,California,M,Bachelor,1548843,33799.0,109.0,1548843.2,Corporate Auto,SUV,664
